$outgn
 [1] "GEN9"    "GEN116"  "GEN189"  "GEN238"  "GEN294"  "GEN327"  "GEN328" 
 [8] "GEN372"  "GEN385"  "GEN389"  "GEN461"  "GEN632"  "GEN645"  "GEN697" 
[15] "GEN732"  "GEN751"  "GEN767"  "GEN804"  "GEN893"  "GEN915"  "GEN929" 
[22] "GEN995"  "GEN1067" "GEN1078" "GEN1207" "GEN1237" "GEN1242"

$outsp
character(0)

$outcell
 Species                            Genes    
 "Dickeya_chrysanthem..M074Dc"      "GEN1302"
 "Dickeya_solani..RNS070773BDs"     "GEN1302"
 "Dickeya_aquatica..localstrainDa"  "GEN1302"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1303"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1304"
 "Dickeya_zeae..Ech586Dz"           "GEN1304"
 "Serratia_sp..ATCC39006Ss"         "GEN1304"
 "Dickeya_zeae..MK19Dz"             "GEN1305"
 "Dickeya_solani..GBBC2040Ds"       "GEN1305"
 "Dickeya_solani..IPO2222Ds"        "GEN1305"
 "Dickeya_solani..MK16Ds"           "GEN1306"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1306"
 "Dickeya_solani..IFB0099Ds"        "GEN1306"
 "Dickeya_sp..CSLRW240Ds"           "GEN1306"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1307"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1308"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1308"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1310"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1310"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1312"
 "Dickeya_solani..RNS050512ADs"     "GEN1313"
 "Dickeya_zeae..DZ2QDz"             "GEN1313"
 "Dickeya_zeae..DZ2QDz"             "GEN1314"
 "Dickeya_zeae..Ech586Dz"           "GEN1314"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1315"
 "Dickeya_dadantii..3937Dd"         "GEN1317"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1317"
 "Dickeya_solani..RNS050512ADs"     "GEN1317"
 "Dickeya_zeae..MS1Dz"              "GEN1317"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1318"
 "Dickeya_zeae..DZ2QDz"             "GEN1318"
 "Dickeya_zeae..EC1Dz"              "GEN1319"
 "Dickeya_zeae..DZ2QDz"             "GEN1319"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1319"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1320"
 "Dickeya_dadantii..3937Dd"         "GEN1320"
 "Dickeya_aquatica..localstrainDa"  "GEN1320"
 "Dickeya_solani..PPO9019Ds"        "GEN1321"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1321"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1323"
 "Dickeya_solani..RNS050512ADs"     "GEN1327"
 "Dickeya_zeae..MS1Dz"              "GEN1327"
 "Dickeya_sp..S1Ds"                 "GEN1327"
 "Dickeya_zeae..DZ2QDz"             "GEN1328"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1329"
 "Dickeya_chrysanthem..L11Dc"       "GEN1329"
 "Dickeya_solani..RNS070773BDs"     "GEN1330"
 "Dickeya_solani..RNS050512ADs"     "GEN1330"
 "Dickeya_zeae..DZ2QDz"             "GEN1331"
 "Dickeya_sp..NCPPB569Ds"           "GEN1331"
 "Dickeya_sp..MK7Ds"                "GEN1333"
 "Dickeya_sp..S1Ds"                 "GEN1334"
 "Dickeya_dadantii..3937Dd"         "GEN1336"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1337"
 "Dickeya_solani..RNS050512ADs"     "GEN1337"
 "Dickeya_zeae..MK19Dz"             "GEN1338"
 "Dickeya_zeae..Ech586Dz"           "GEN1338"
 "Dickeya_zeae..MK19Dz"             "GEN1339"
 "Dickeya_zeae..Ech586Dz"           "GEN1339"
 "Dickeya_zeae..DZ2QDz"             "GEN1340"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1341"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1343"
 "Dickeya_solani..RNS050512ADs"     "GEN1343"
 "Dickeya_zeae..MS1Dz"              "GEN1343"
 "Dickeya_solani..M005Ds"           "GEN1343"
 "Dickeya_solani..GBBC2040Ds"       "GEN1344"
 "Dickeya_zeae..MK19Dz"             "GEN1345"
 "Dickeya_solani..RNS070773BDs"     "GEN1346"
 "Dickeya_solani..RNS050512ADs"     "GEN1346"
 "Dickeya_dadantii..3937Dd"         "GEN1347"
 "Dickeya_solani..RNS070773BDs"     "GEN1347"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1347"
 "Dickeya_zeae..MS1Dz"              "GEN1349"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1349"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1349"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1351"
 "Dickeya_sp..CSLRW240Ds"           "GEN1351"
 "Dickeya_sp..S1Ds"                 "GEN1351"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1354"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1355"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1356"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1357"
 "Dickeya_dadantii..3937Dd"         "GEN1359"
 "Dickeya_solani..RNS050512ADs"     "GEN1359"
 "Dickeya_solani..M005Ds"           "GEN1359"
 "Dickeya_zeae..DZ2QDz"             "GEN1360"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1360"
 "Dickeya_dadantii..3937Dd"         "GEN1361"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1361"
 "Dickeya_solani..RNS050512ADs"     "GEN1361"
 "Dickeya_sp..NCPPB569Ds"           "GEN1361"
 "Dickeya_solani..RNS050512ADs"     "GEN1362"
 "Dickeya_zeae..MK19Dz"             "GEN1362"
 "Dickeya_solani..RNS08082331ADs"   "GEN1363"
 "Dickeya_sp..B16Ds"                "GEN1363"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1364"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1365"
 "Dickeya_dadantii..3937Dd"         "GEN1367"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1368"

